user_id,item_id,rating
2,1184,2.0
2,213,2.5
2,102,2.5
2,1230,2.5
2,4623,4.0
2,2749,2.0
2,616,3.5
2,10024,4.0
2,5066,4.0
2,2510,3.5
2,8934,3.0
2,2454,3.5
2,2360,1.0
2,887,3.5
2,3740,3.5
2,3544,4.0
2,735,2.5
2,5095,5.0
4,5162,5.0
4,43,5.0
4,8833,5.0
4,2521,1.5
4,2109,4.0
4,1551,4.5
4,415,4.0
4,3084,2.5
4,2456,3.0
4,4697,3.0
4,1235,5.0
4,1243,2.5
4,502,3.5
4,2455,3.5
4,1238,2.0
4,4939,5.0
4,369,3.0
4,2230,3.5
21,1016,1.5
21,1172,4.0
21,1793,4.5
21,2525,4.0
21,1117,5.0
21,5647,5.0
21,4717,5.0
21,1755,5.0
21,1118,4.0
21,106,4.0
21,2797,4.0
21,1208,1.5
21,1475,4.0
21,1482,2.0
21,2787,2.0
21,18,4.0
26,2211,0.5
26,1525,0.5
26,1753,0.5
26,28,0.5
26,515,0.5
26,349,0.5
26,2359,0.5
26,2455,0.5
26,3135,0.5
26,514,0.5
26,2067,0.5
26,1647,0.5
26,1012,0.5
26,211,0.5
26,4451,0.5
26,612,0.5
60,1844,4.5
60,2604,2.5
60,1160,2.0
60,6,3.0
60,2005,2.5
60,1631,3.0
60,573,3.0
60,337,4.0
60,1016,2.5
60,1843,4.5
60,672,1.5
60,4045,2.5
60,536,3.0
60,2494,2.5
60,1749,4.5
60,396,2.0
61,7066,4.0
61,1998,2.5
61,4451,3.5
61,1164,4.0
61,343,4.0
61,105,4.5
61,6018,4.0
61,5162,3.0
61,2389,3.0
61,3987,3.5
61,2096,2.5
61,306,4.5
61,31,4.0
61,2388,3.5
61,1838,3.0
61,2502,2.5
61,568,4.0
61,2173,3.5
84,709,4.5
84,1631,2.0
84,2494,3.0
84,3742,2.5
84,2604,2.0
84,5647,2.5
84,2005,4.0
84,1392,3.0
84,411,0.5
84,224,5.0
84,1208,2.0
84,1112,4.0
84,1117,3.5
84,999,4.5
84,4717,2.5
84,2519,2.5
84,2515,3.5
124,2525,1.5
124,1755,2.5
124,4045,4.5
124,1,1.0
124,18,1.5
124,396,2.5
124,1392,1.5
124,492,4.0
124,2760,2.5
124,952,3.5
124,1530,3.5
124,2494,2.5
124,2797,4.0
124,355,1.0
124,106,4.0
124,842,3.5
124,1117,4.0
162,5669,4.0
162,9082,4.0
162,3216,5.0
162,1146,4.0
162,870,4.5
162,6162,3.5
162,2234,4.5
162,6339,4.0
162,2497,5.0
162,7161,5.0
162,2531,4.5
162,8092,4.0
162,3563,5.0
162,1011,5.0
162,2187,5.0
162,8868,5.0
162,2833,4.0
166,1886,4.0
166,1020,4.0
166,2525,4.0
166,2662,4.0
166,9176,5.0
