user_id,item_id,rating
0,44,2
0,45,3
0,46,4
0,47,4
0,48,4
0,49,4
0,50,4
0,51,3
0,52,5
1,153,4
1,155,4
1,156,3
1,158,4
1,159,4
1,161,4
1,162,4
1,42,5
1,164,4
1,165,3
1,166,5
1,167,5
1,47,5
1,168,2
1,169,2
1,170,1
1,171,1
1,172,5
1,52,3
1,173,1
1,174,3
2,201,5
2,202,4
2,41,5
2,203,4
2,166,3
2,204,4
2,205,4
2,168,2
2,206,5
3,214,5
3,215,5
3,43,5
3,216,5
4,352,3
4,353,3
4,354,4
4,355,5
4,357,5
4,358,5
4,359,2
4,360,4
4,361,4
4,362,3
4,363,4
4,364,5
4,365,4
4,366,4
4,367,4
4,156,3
4,368,4
4,369,4
4,371,3
4,372,4
4,38,4
4,43,4
4,374,4
4,376,4
4,377,4
4,379,3
4,380,4
4,381,4
4,171,5
4,382,4
4,383,4
4,384,4
5,2,4
5,422,3
5,423,3
5,134,4
5,424,5
5,425,3
5,20,5
5,426,5
5,427,3
5,428,4
5,45,4
5,381,4
6,92,5
6,434,3
6,48,5
6,113,4
6,156,4
7,497,5
7,498,5
7,348,4
7,499,1
7,134,4
7,500,1
7,501,1
7,502,4
7,359,2
7,504,4
7,505,5
7,150,4
7,365,5
7,506,3
7,507,3
7,508,3
7,156,4
7,509,3
7,372,3
7,510,5
7,43,5
7,512,3
7,383,4
8,3,4
8,541,3
8,542,5
8,543,3
8,544,3
8,353,4
8,545,5
8,355,5
8,546,3
8,547,2
8,504,4
8,505,3
8,153,4
8,38,3
8,41,4
8,43,5
8,549,5
9,740,4
9,17,4
9,742,5
9,317,3
9,743,5
9,744,2
9,535,4
9,745,3
9,183,5
9,484,2
9,27,3
9,746,4
9,89,2
9,747,4
9,92,2
9,189,5
9,322,5
9,748,4
9,487,4
9,750,4
9,538,3
9,751,4
9,753,4
9,755,5
9,756,1
9,757,3
9,331,3
9,111,3
9,112,5
9,113,4
9,419,3
9,759,1
9,3,3
9,760,4
9,761,3
9,762,3
9,763,2
9,134,3
9,424,3
9,764,4
9,765,3
9,766,5
9,768,2
9,769,5
9,770,5
9,547,3
9,771,3
9,772,3
9,200,4
9,202,2
9,774,3
9,775,3
9,776,1
9,777,4
9,778,1
9,779,5
9,205,4
9,780,4
9,781,5
9,377,3
9,782,5
9,783,4
9,784,3
9,174,4
9,785,2
10,819,4
10,317,5
10,745,3
10,89,2
10,821,2
10,92,4
10,823,4
10,756,4
10,331,4
10,113,4
10,824,2
10,336,5
10,343,4
10,134,2
10,355,5
10,827,3
10,771,4
10,547,5
10,828,4
10,156,4
10,509,5
10,371,3
10,170,4
11,835,5
11,836,5
11,837,4
11,174,3
12,64,5
12,741,5
12,319,4
12,90,2
12,189,5
12,92,2
12,48,5
12,758,4
12,113,4
12,767,2
12,546,3
12,26,2
12,859,2
12,156,3
12,836,3
12,202,3
12,205,3
12,783,2
13,104,3
13,263,4
13,317,5
13,134,4
13,869,4
14,732,4
14,305,4
14,530,4
14,179,2
14,406,5
14,67,4
14,69,3
14,912,3
14,317,3
14,90,5
14,189,5
14,92,4
14,753,3
14,915,3
14,48,5
14,916,1
14,113,4
14,917,4
14,918,3
14,919,1
14,3,4
14,343,5
14,922,2
14,825,5
14,923,3
14,134,3
14,924,3
14,925,1
14,507,5
14,156,5
14,202,1
14,926,4
14,509,5
15,4,4
15,941,3
15,733,4
15,942,3
15,943,2
15,944,4
16,67,4
16,533,5
16,209,5
16,740,4
16,743,4
16,1001,1
16,90,3
16,1003,3
16,856,3
16,1005,4
16,322,5
16,92,3
16,748,3
16,324,3
16,538,3
16,48,4
16,112,4
16,113,4
16,917,1
16,121,3
16,348,3
16,858,3
16,134,4
16,351,5
16,1008,5
16,26,5
16,1010,4
16,859,2
16,1011,4
16,156,2
16,1012,4
16,1013,4
16,1014,4
16,217,5
16,1017,2
17,740,5
17,17,2
17,1092,5
17,741,3
17,1093,5
17,1094,2
17,1095,5
17,91,4
17,189,2
17,92,4
17,749,3
17,323,1
17,857,2
17,754,4
17,48,4
17,1100,4
17,1101,4
17,331,3
17,193,4
17,495,5
17,118,3
17,336,5
17,920,1
17,1102,3
17,921,4
17,343,5
17,922,1
17,130,4
17,1103,1
17,858,3
17,923,4
17,1104,1
17,1105,2
17,424,2
17,767,3
17,770,5
17,26,2
17,1107,4
17,1011,5
17,156,1
17,836,5
17,200,3
17,202,3
17,775,4
17,776,4
17,205,2
17,1108,1
17,217,1
17,1016,2
17,1109,5
18,216,4
18,728,3
18,1154,1
18,996,4
18,1155,1
18,910,3
18,305,4
18,911,4
18,432,5
18,1156,1
18,64,5
18,209,3
18,1158,5
18,741,4
18,317,5
18,319,3
18,320,1
18,1003,4
18,1004,4
18,1005,4
18,189,5
18,92,4
18,748,4
18,538,4
18,754,3
18,755,5
18,48,4
18,756,5
18,760,4
18,762,2
18,923,3
18,137,2
18,1161,2
18,1008,5
18,547,4
18,147,4
18,869,4
18,26,2
18,1162,3
18,205,3
18,217,4
18,780,4
19,909,4
19,406,5
19,92,4
19,48,5
20,64,5
20,17,1
20,1169,1
20,1170,2
21,532,3
21,406,5
21,209,4
21,740,3
21,1000,2
21,745,4
21,1094,2
21,1223,4
21,433,2
21,1224,3
21,537,5
21,746,3
21,89,3
21,91,3
21,322,3
21,189,5
21,92,5
21,1225,4
21,486,5
21,538,4
21,1227,3
21,1228,4
21,105,5
21,756,4
21,113,3
21,336,4
21,343,4
21,922,4
21,130,1
21,348,5
21,762,4
21,350,4
21,134,5
21,424,4
21,137,2
21,769,3
21,772,4
21,828,4
21,200,3
21,509,2
21,371,3
21,1014,3
21,1230,5
21,775,4
21,217,4
21,1018,5
21,52,5
21,174,4
22,486,1
22,323,3
22,324,3
22,538,3
22,754,3
22,434,4
22,1285,4
22,539,3
22,1286,3
22,758,3
22,1101,4
22,331,5
22,112,3
22,493,3
22,113,4
22,495,4
22,759,4
22,336,4
22,1287,3
22,1007,4
22,921,3
22,1288,3
22,497,4
22,345,2
22,347,3
22,922,3
22,762,3
22,350,5
22,134,4
22,1289,4
22,424,5
22,1290,3
22,767,3
22,769,5
22,1291,5
22,770,5
22,26,5
22,1107,4
22,1011,3
22,371,3
22,1014,3
22,775,3
22,1293,3
22,1294,3
22,217,4
22,1017,4
22,377,3
22,379,2
22,380,4
22,1018,5
23,729,3
23,1312,4
23,67,4
23,183,4
23,27,3
23,746,4
23,189,4
23,92,5
23,538,3
23,755,3
23,489,3
23,434,5
23,105,5
23,48,5
23,1313,3
23,134,2
23,424,2
23,766,5
23,547,3
23,147,3
23,776,4
23,174,4
24,280,4
24,1220,4
24,1318,5
24,432,5
24,737,3
24,738,3
24,64,4
24,406,3
24,322,4
24,189,3
24,48,4
24,113,4
24,762,3
24,775,4
25,1422,3
25,744,2
25,1423,3
25,1424,3
25,183,5
25,484,5
25,27,5
25,537,4
25,319,4
25,746,4
25,91,2
25,538,4
25,913,3
25,753,4
25,1426,2
25,1427,3
25,1098,5
25,755,1
25,1227,3
25,1428,3
25,326,5
25,113,5
25,1430,2
25,419,3
25,118,3
25,917,3
25,3,4
25,1431,5
25,1432,3
25,1433,2
25,130,2
25,761,4
25,943,2
25,1313,3
25,1169,4
25,825,4
25,858,3
25,1435,3
25,423,2
25,424,4
25,137,5
25,765,4
25,1437,3
25,771,5
25,547,3
25,147,5
25,925,4
25,828,4
25,26,2
25,1438,5
25,507,2
25,508,3
25,156,4
25,200,3
25,1439,2
25,1440,2
25,1442,2
25,510,2
25,776,2
25,1443,3
25,777,4
25,1108,1
25,217,3
25,52,4
25,174,4
26,720,5
26,723,2
26,728,5
26,206,5
26,1456,5
26,741,4
26,743,5
26,319,4
26,424,4
26,1292,5
26,1457,5
26,26,3
27,737,3
27,64,4
27,209,5
27,69,3
27,1098,5
27,1467,4
27,105,5
27,337,4
27,121,4
27,134,4
27,12,3
27,765,3
27,766,5
27,26,2
27,1014,4
27,217,5
27,170,4
27,174,4
28,433,4
28,1003,4
28,189,4
28,92,5
28,748,5
28,755,5
28,434,4
28,1228,4
28,105,5
28,1477,3
28,1478,5
28,113,2
28,1479,5
28,1480,3
28,199,5
28,156,2
28,217,4
28,1109,4
29,1489,3
29,48,4
29,415,2
29,337,5
29,1105,4
29,26,2
29,1490,3
30,725,4
30,728,3
30,206,3
30,1516,5
30,730,4
30,64,4
30,409,3
30,741,5
30,189,4
30,751,5
30,1476,3
30,1428,2
30,113,5
30,1313,4
30,766,4
30,199,5
30,547,4
30,770,5
30,1517,3
30,1519,1
31,1098,5
31,48,5
31,331,3
31,113,4
31,419,4
31,769,3
31,380,4
31,1525,1
32,999,4
32,1578,2
32,67,4
32,407,5
32,209,4
32,1456,5
32,1158,4
32,317,3
32,183,3
32,483,3
32,27,5
32,537,3
32,90,4
32,1005,4
32,322,3
32,92,4
32,748,3
32,486,5
32,31,3
32,1425,2
32,538,4
32,1579,3
32,434,5
32,1228,3
32,105,5
32,756,4
32,1286,2
32,112,2
32,1478,3
32,1582,4
32,113,5
32,419,3
32,495,3
32,336,5
32,121,3
32,922,4
32,134,5
32,1105,1
32,12,3
32,1584,4
32,765,3
32,1585,5
32,199,3
32,1586,3
32,770,5
32,1517,3
32,147,3
32,925,5
32,1106,4
32,152,2
32,1587,4
32,26,5
32,1588,3
32,1590,4
32,156,4
32,428,4
32,510,3
32,205,4
32,217,4
32,1017,3
32,1295,4
32,172,2
32,52,5
32,174,4
33,1155,5
33,911,3
33,734,4
33,735,3
33,1600,2
33,737,3
33,1158,5
33,535,5
33,183,4
33,27,1
33,537,5
33,1601,3
33,1602,1
33,1603,2
33,3,3
33,760,4
33,423,2
33,134,5
33,424,4
33,769,5
33,771,5
33,547,4
33,772,3
33,26,4
33,1604,5
33,1230,3
33,837,5
34,1092,4
34,71,5
34,1640,4
34,1641,4
34,751,5
34,1643,3
34,1098,5
34,755,4
34,105,5
34,756,4
34,415,2
34,1644,2
34,1645,2
34,3,2
34,343,3
34,1646,5
34,134,5
34,1584,5
34,765,2
34,766,3
34,1586,5
34,1106,4
34,152,2
34,1648,4
34,773,3
34,1649,4
34,428,5
34,1230,1
34,1650,4
34,1651,4
34,1652,4
34,174,4
35,1641,4
35,183,5
35,433,5
35,537,5
35,319,1
35,89,4
35,90,4
35,322,2
35,189,4
35,92,2
35,486,4
35,538,3
35,753,3
35,489,3
35,434,4
35,1476,3
35,1285,4
35,326,4
35,48,5
35,756,5
35,1286,3
35,1644,3
35,757,4
35,1674,4
35,331,5
35,113,4
35,919,5
35,3,4
35,1431,4
35,921,1
35,922,4
35,1313,4
35,762,5
35,1675,5
35,350,5
35,423,3
35,424,4
35,1676,4
35,769,5
35,546,5
35,1292,4
35,547,5
35,147,3
35,925,4
35,1106,4
35,828,4
35,26,5
35,1677,4
35,508,2
35,371,3
35,428,3
35,775,3
35,217,4
35,1295,3
35,837,3
35,170,4
35,1651,4
36,113,4
36,134,4
36,424,3
36,769,5
36,547,5
36,1106,4
36,828,4
36,369,4
36,174,4
37,477,2
37,1414,3
37,432,5
37,745,3
37,27,5
37,487,4
37,419,3
37,118,3
37,1688,5
37,498,4
37,1436,3
37,134,5
37,547,5
37,828,4
37,1689,4
37,52,5
37,174,5
38,733,5
38,531,5
38,1157,1
38,406,5
38,317,5
38,27,5
38,1002,1
38,1692,4
38,919,5
38,343,4
39,1703,3
39,189,3
39,1476,5
39,758,3
39,1478,3
39,1704,3
39,1705,3
39,858,5
39,1675,4
39,767,3
39,1706,2
39,859,2
39,1604,3
39,1015,5
39,205,5
39,1109,2
40,64,5
40,27,4
40,92,4
40,1707,3
40,1708,3
41,1003,5
41,856,5
41,1005,4
41,322,4
41,189,4
41,748,4
41,1722,3
41,538,5
41,754,4
41,434,4
41,1285,4
41,1228,4
41,1477,3
41,758,4
41,1101,3
41,112,3
41,113,4
41,759,4
41,1007,3
41,1723,3
41,762,4
41,1103,2
41,858,3
41,424,4
41,1008,4
41,1290,5
41,767,4
41,1724,3
41,26,4
41,1482,3
41,1725,3
41,1015,2
41,205,3
41,217,4
41,1016,3
41,1017,3
41,1018,3
41,1726,4
42,919,4
42,923,5
42,134,5
42,547,5
43,754,3
43,755,4
43,539,4
43,758,5
43,331,4
43,113,5
43,337,3
43,1739,1
43,1740,1
43,1741,1
43,134,5
43,764,3
43,1742,3
43,767,4
43,199,3
43,1743,5
43,547,3
43,770,5
43,1517,4
43,1706,3
43,26,4
43,1482,5
43,202,3
43,1604,5
43,369,3
43,1014,4
43,1744,3
43,1015,5
43,217,5
43,781,2
43,377,3
43,783,3
44,1408,4
44,729,3
44,1516,4
44,1790,4
44,176,5
44,1312,2
44,1414,3
44,1791,4
44,733,4
44,1792,2
44,737,5
44,739,3
44,1418,2
44,409,4
44,1793,2
44,1001,4
44,537,4
44,89,4
44,91,4
44,189,3
44,487,4
44,1427,4
44,1098,3
44,1794,4
44,112,4
44,344,4
44,858,5
44,1797,3
44,1798,3
44,1436,2
44,423,5
44,134,5
44,424,3
44,766,3
44,199,3
44,547,3
44,1517,4
44,828,4
44,1518,1
44,1801,3
44,1802,4
44,369,4
44,1803,5
44,1804,4
44,1650,4
44,170,2
44,379,2
44,174,3
45,1734,1
45,1735,1
45,1736,1
45,1155,1
45,910,4
45,1743,5
45,1162,3
46,67,4
46,434,4
46,336,5
46,174,3
47,1566,5
47,686,4
47,1862,2
47,814,4
47,104,3
47,815,4
47,107,5
47,106,4
47,191,5
47,259,3
47,1309,3
47,1867,2
47,1868,3
47,264,4
47,138,5
47,696,4
47,698,4
47,15,3
47,699,2
47,277,4
47,1218,3
47,701,2
47,463,5
47,19,1
47,148,4
47,1869,3
47,465,2
47,23,4
47,852,3
47,397,4
47,704,5
47,151,4
47,1719,2
47,714,4
47,215,5
47,715,3
47,203,3
47,717,3
47,853,5
47,718,4
47,166,5
47,1220,2
47,1475,5
47,721,5
47,47,4
47,722,4
47,1466,5
47,216,4
47,206,5
47,1870,3
47,1871,3
47,1088,4
47,729,3
47,737,3
47,64,5
47,738,5
47,406,5
47,208,4
47,1578,2
47,67,5
47,739,3
47,741,5
47,742,3
47,743,5
47,745,5
47,433,5
47,754,4
47,755,5
47,434,5
47,489,4
47,1285,4
47,1228,4
47,326,3
47,48,4
47,1873,2
47,112,3
47,193,2
47,1478,4
47,113,5
47,916,1
47,1102,2
47,1874,4
47,767,4
47,199,3
47,546,4
47,547,3
47,771,5
47,147,3
47,26,5
47,427,2
47,369,4
47,217,4
47,205,3
47,1109,2
47,783,3
47,1018,4
47,174,3
48,714,3
48,166,4
48,216,4
48,531,5
48,64,3
48,533,5
48,740,5
48,535,5
48,433,4
48,1878,3
48,48,5
48,113,4
48,1287,4
48,130,2
48,767,4
48,1109,2
48,837,3
48,1018,3
49,1884,1
49,728,4
49,1524,2
49,531,3
49,113,3
49,837,1
49,380,4
50,1263,2
50,544,4
50,381,2
50,104,3
50,992,3
50,1524,1
50,837,3
51,148,2
51,23,4
51,151,4
51,909,3
51,433,4
51,48,5
51,1674,3
51,113,3
51,495,5
51,1890,3
51,545,4
51,546,3
51,1107,4
52,1279,3
52,1570,3
52,702,5
52,1149,2
52,1311,1
52,19,1
52,431,5
52,465,3
52,1984,3
52,1985,4
52,525,4
52,151,4
52,714,3
52,715,3
52,215,5
52,1153,2
52,203,5
52,717,4
52,1576,3
52,853,5
52,165,4
52,1220,5
52,720,3
52,994,5
52,527,1
52,47,5
52,1318,4
52,1466,5
52,1407,2
52,1087,5
52,51,3
52,909,5
52,996,2
52,531,5
52,738,4
52,64,4
52,1157,1
52,1283,5
52,313,4
52,739,4
52,67,5
52,209,5
52,408,4
52,740,2
52,1000,4
52,1988,4
52,1092,5
52,1989,4
52,1419,4
52,1284,5
52,1158,5
52,741,2
52,317,5
52,743,5
52,745,5
52,1001,5
52,754,5
52,1227,3
52,434,3
52,1228,4
52,1991,1
52,326,3
52,1580,5
52,105,5
52,48,5
52,1674,3
52,758,5
52,1101,3
52,331,4
52,113,3
52,419,4
52,1992,5
52,336,4
52,424,4
52,1584,1
52,1290,4
52,765,3
52,1229,3
52,767,5
52,1993,4
52,827,5
52,1994,5
52,1724,4
52,1995,5
52,1996,1
52,147,4
52,925,4
52,363,4
52,1106,5
52,1997,4
52,366,4
52,26,4
52,1801,2
52,1589,3
52,1107,3
52,1482,4
52,1875,4
52,779,5
52,1015,5
52,217,4
52,1016,3
52,781,3
52,1109,4
52,1295,5
52,837,4
52,783,4
52,170,5
52,1018,4
52,52,5
52,1726,4
52,174,4
53,994,3
53,206,3
53,409,2
53,766,2
53,199,5
53,770,4
53,1517,4
54,244,3
54,259,4
54,23,4
54,2004,1
54,67,5
55,23,5
55,151,5
55,527,5
55,51,5
55,67,3
55,433,4
55,326,3
55,48,5
55,336,5
55,917,4
55,366,5
56,1524,1
56,531,5
56,406,3
56,533,5
56,434,4
56,326,3
56,331,5
56,113,3
56,768,5
56,837,4
56,380,4
57,714,5
57,203,4
57,717,3
57,166,5
57,718,4
57,1475,4
57,204,4
57,1220,4
57,720,4
57,994,3
57,527,5
57,216,4
57,1466,5
57,728,4
57,206,1
57,1154,4
57,51,4
57,2024,3
57,909,4
57,998,3
57,531,4
57,64,4
57,67,5
57,533,3
57,209,5
57,740,5
57,17,2
57,1000,4
57,1092,5
57,71,5
57,1158,5
57,741,5
57,317,3
57,743,5
57,1423,4
57,1098,4
57,754,3
57,755,2
57,1227,3
57,434,5
57,1228,5
57,1099,4
57,326,3
57,1467,4
57,2025,1
57,105,5
57,48,5
57,756,3
57,758,5
57,113,4
57,336,5
57,130,1
57,1008,5
57,766,4
57,199,4
57,1586,3
57,547,4
57,1517,5
57,147,3
57,365,5
57,26,5
57,369,4
57,2027,3
57,1015,5
57,205,5
57,217,5
57,1109,4
57,1295,3
57,1018,3
57,52,3
57,174,5
58,47,5
58,1466,3
58,1283,5
58,1418,2
58,409,3
58,1092,5
58,71,3
58,1158,5
58,742,1
58,743,4
58,2050,5
58,1098,4
58,755,3
58,1467,3
58,105,5
58,415,3
58,1644,3
58,2011,5
58,111,5
58,113,4
58,419,4
58,2051,3
58,1105,2
58,1584,4
58,766,2
58,1586,4
58,546,4
58,547,3
58,1457,3
58,1106,4
58,26,2
58,369,4
58,1651,2
58,52,5
58,174,5
59,171,5
59,382,4
59,1596,3
59,83,2
59,686,4
59,1863,3
59,148,3
59,852,4
59,489,3
59,915,3
59,782,4
59,783,4
60,532,3
60,406,3
60,999,4
60,533,3
60,2064,4
60,837,3
61,1279,3
61,701,3
61,1398,2
61,2120,3
61,19,1
61,465,5
61,1400,3
61,1401,3
61,1984,3
61,151,5
61,711,4
61,1280,2
61,713,5
61,163,3
61,2121,5
61,715,3
61,1466,3
61,51,5
61,473,4
61,2123,3
61,2124,4
61,737,5
61,64,4
61,1283,2
61,67,3
61,209,4
61,1418,1
61,17,4
61,409,2
61,741,4
61,743,3
61,1001,4
61,183,3
61,433,4
61,1096,4
61,2125,4
61,821,4
61,1098,4
61,754,5
61,755,4
61,489,4
61,434,5
61,1228,2
61,105,4
61,48,5
61,1286,4
61,1644,2
61,2011,4
61,113,2
61,419,4
61,336,2
61,2127,4
61,765,3
61,1585,5
61,834,4
61,766,4
61,547,5
61,1517,5
61,147,3
61,2129,3
61,925,4
61,1106,4
61,1009,3
61,366,4
61,828,4
61,152,5
61,26,2
61,2130,4
61,1998,3
61,205,5
61,217,5
61,2131,4
61,1109,5
61,170,4
61,172,4
61,1651,2
61,1018,5
61,52,5
61,2000,3
61,2132,4
61,174,4
62,939,5
62,38,3
62,43,5
62,672,4
62,512,3
62,898,3
62,231,2
62,1690,3
62,68,2
62,104,3
62,531,4
62,406,5
62,69,3
62,317,4
62,489,4
62,869,4
63,64,4
63,209,4
63,740,5
63,48,3
63,205,4
64,104,5
64,259,5
64,264,4
64,142,5
64,463,4
64,148,4
64,465,4
64,711,4
64,51,5
64,406,3
64,533,2
64,755,4
64,48,4
64,113,5
64,545,4
64,766,4
64,1106,4
64,26,4
64,205,5
64,52,5
65,48,5
65,331,4
65,113,2
65,147,5
65,2146,3
66,2149,5
66,104,3
66,135,4
66,15,3
66,431,2
66,47,5
66,67,5
66,111,5
66,113,5
66,1106,4
66,174,5
67,206,5
67,531,5
67,999,4
67,741,5
67,756,5
67,766,4
67,199,4
67,547,5
67,365,4
67,1801,4
67,377,4
67,837,4
68,104,5
68,106,5
68,453,4
68,165,4
68,475,5
68,821,2
68,326,4
68,48,3
68,1645,5
68,546,5
68,366,4
69,104,2
69,697,1
69,277,4
69,531,5
69,406,5
69,69,2
69,317,5
69,331,3
69,2160,3
70,1216,4
70,728,5
70,533,5
70,113,5
70,837,4
71,900,5
71,104,2
71,64,4
71,406,4
71,999,5
71,2125,5
71,199,4
72,683,5
72,1078,1
72,1390,4
72,104,5
72,107,5
72,1978,2
72,264,2
72,1715,3
72,15,3
72,1216,3
72,1149,2
72,148,3
72,431,5
72,151,5
72,1719,1
72,711,4
72,163,2
72,714,4
72,2174,3
72,2175,3
72,909,4
72,1088,3
72,1524,2
72,531,3
72,738,4
72,64,4
72,406,4
72,740,4
72,535,5
72,1094,2
72,1228,5
72,48,5
72,113,4
72,1102,2
72,130,3
72,2178,1
72,205,5
72,217,4
72,837,1
72,783,3
72,1018,3
72,1726,3
73,244,4
73,1488,5
73,696,2
73,51,5
73,406,5
73,2050,4
73,199,3
74,1076,3
74,900,3
74,1731,4
74,2199,3
74,2200,4
74,390,4
74,25,4
74,852,4
74,717,5
74,1086,3
74,49,4
74,1409,4
74,531,4
