user_id,item_id,rating,timestamp
0,44,4,978300760
0,45,5,978301777
0,46,5,978302205
0,47,4,978300719
0,48,5,978301619
0,49,4,978302149
0,50,4,978302174
0,51,4,978301398
0,52,4,978302091
1,153,5,978298775
1,155,4,978299839
1,156,4,978299809
1,158,4,978298924
1,159,4,978298517
1,161,3,978299418
1,162,3,978298881
1,42,5,978298813
1,164,5,978298841
1,165,4,978298372
1,166,3,978299861
1,167,5,978298413
1,47,4,978298478
1,168,2,978298881
1,169,3,978299250
1,170,3,978299143
1,171,5,978299686
1,172,2,978299200
1,52,5,978299418
1,173,1,978299535
1,174,5,978298652
2,201,4,978297570
2,202,2,978297837
2,41,4,978297095
2,203,5,978297419
2,166,4,978297757
2,204,4,978297539
2,205,4,978297777
2,168,4,978297068
2,206,5,978298079
3,214,1,978294008
3,215,5,978294230
3,43,5,978294230
3,216,5,978294230
4,352,3,978241434
4,353,2,978245891
4,354,3,978242080
4,355,5,978244540
4,357,4,978245568
4,358,3,978245487
4,359,1,978242934
4,360,2,978241434
4,361,4,978245863
4,362,4,978245445
4,363,2,978242080
4,364,5,978245065
4,365,4,978244603
4,366,4,978245065
4,367,4,978245037
4,156,3,978244962
4,368,1,978241390
4,369,3,978245687
4,371,2,978245663
4,372,4,978241981
4,38,3,978243054
4,43,4,978242977
4,374,3,978245065
4,376,4,978244962
4,377,3,978244001
4,379,4,978244852
4,380,3,978241981
4,381,4,978244603
4,171,1,978241112
4,382,2,978245829
4,383,3,978244808
4,384,4,978244493
5,2,5,978237767
5,422,3,978236876
5,423,3,978236670
5,134,4,978236809
5,424,3,978236567
5,425,3,978236612
5,20,3,978237034
5,426,5,978237691
5,427,4,978236876
5,428,4,978236567
5,45,4,978237767
5,381,4,978237444
6,92,5,978234786
6,434,4,978234659
6,48,5,978234786
6,113,4,978234607
6,156,3,978234810
7,497,5,978229138
7,498,4,978229614
7,348,5,978229204
7,499,4,978228882
7,134,5,978229524
7,500,4,978230152
7,501,3,978231429
7,502,3,978230943
7,359,4,978230966
7,504,5,978229477
7,505,3,978230483
7,150,4,978229347
7,365,5,978230184
7,506,5,978229900
7,507,2,978231031
7,508,3,978231031
7,156,3,978229138
7,509,5,978230356
7,372,3,978230052
7,510,5,978230649
7,43,5,978229138
7,512,5,978229347
7,383,4,978230013
8,3,4,978225570
8,541,4,978225671
8,542,5,978226248
8,543,3,978226150
8,544,2,978225778
8,353,3,978226261
8,545,3,978225153
8,355,4,978226328
8,546,3,978225303
8,547,4,978225429
8,504,4,978226041
8,505,5,978226066
8,153,3,978225401
8,38,4,978225984
8,41,5,978224859
8,43,4,978225429
8,549,3,978226006
9,740,4,978225824
9,17,4,978227993
9,742,3,978230022
9,317,3,978226165
9,743,5,978225630
9,744,4,978230386
9,535,5,978225541
9,745,4,978228848
9,183,5,978225800
9,484,3,978228727
9,27,3,979167842
9,746,3,978230540
9,89,4,978227143
9,747,4,978228798
9,92,4,978225853
9,189,5,978226401
9,322,5,978227239
9,748,4,978226866
9,487,5,978228644
9,750,4,978230461
9,538,5,979168108
9,751,4,978225033
9,753,4,978229979
9,755,4,978227912
9,756,5,978225824
9,757,4,978227848
9,331,3,978224549
9,111,4,978226698
9,112,5,978226866
9,113,4,978224705
9,419,5,978227300
9,759,3,978230586
9,3,4,978225070
9,760,3,978230671
9,761,4,978226349
9,762,4,978228074
9,763,3,978226212
9,134,5,979167660
