user_id,item_id,rating,timestamp
0,0,5,978300760
0,1,3,978302109
0,2,3,978301968
0,3,4,978300275
1,53,5,978298709
1,54,4,978299000
1,55,4,978299620
1,56,3,978299351
1,57,4,978299297
1,58,4,978299913
1,59,5,978299297
1,61,3,978298905
1,62,3,978299809
1,63,5,978298542
2,175,4,978298147
2,58,3,978297867
2,177,4,978298147
2,178,3,978297068
3,63,5,978294008
4,218,4,978243170
4,219,4,978242607
4,220,5,978244759
4,221,3,978245037
4,223,5,978243121
4,224,4,978245513
4,225,4,978245645
4,226,3,978245695
4,227,2,978244493
4,229,4,978245334
4,230,3,978244540
4,62,1,978245645
4,231,4,978241981
4,232,3,978245422
4,233,4,978245513
4,234,1,978244001
5,385,5,978236670
5,386,4,978236670
5,388,4,978237691
5,389,5,978237570
5,14,5,978237767
6,58,4,978234737
6,62,5,978234842
7,221,3,978229571
7,435,3,978230120
7,222,5,978229391
7,59,3,978230852
7,226,4,978230052
7,437,5,978229702
7,438,4,978230852
7,62,5,978229172
7,235,3,978230483
7,439,3,978230435
7,442,5,978230943
8,226,4,978226248
8,437,3,978226081
8,438,4,978226302
8,387,3,978225709
8,439,3,978226315
8,237,4,978225581
8,21,4,978225898
8,242,5,978226093
9,551,5,978228212
9,58,4,978224925
9,60,3,978228408
9,552,5,978226378
9,553,3,978227125
9,438,5,978226319
9,554,4,978228655
9,555,3,978230837
9,556,3,978229208
9,557,5,979167795
9,236,3,978226572
9,558,4,978229409
9,77,5,978226866
9,182,3,978225997
9,560,3,978226254
9,561,3,978230562
9,443,5,978228153
9,563,5,978227300
9,391,5,978228911
9,184,4,978226026
9,187,4,978227051
9,565,5,978227696
9,566,3,978228747
9,567,5,978227028
9,33,4,978225900
9,569,2,978229894
9,97,4,978226128
9,98,4,978230253
9,570,4,978226103
9,515,2,978225900
9,39,5,978226319
9,571,4,978227087
10,438,1,978902586
10,184,4,978902286
10,84,3,978903041
10,88,4,978220319
10,788,2,978902286
10,567,3,978219045
10,789,2,978902477
10,579,1,978903743
10,116,3,978219815
10,790,3,978220867
10,123,3,978902349
11,0,4,978220179
12,218,3,978202328
12,58,3,978201927
12,60,3,978201987
12,84,4,978202246
12,97,5,978201811
12,98,3,978202057
12,575,3,978202125
12,838,4,978201342
13,860,3,978200924
13,184,5,978200689
14,175,4,978196170
14,860,2,978196692
14,870,3,978196817
14,871,4,978198350
14,240,3,978198516
14,872,4,978196866
14,184,2,978196418
14,445,1,978196848
14,788,4,978196348
14,873,4,978196389
14,567,3,978198535
14,94,4,978196741
14,251,4,978198907
14,874,4,978198847
14,516,4,978196418
14,571,3,978198493
15,927,2,978174296
15,928,2,978174639
16,945,5,978160157
16,946,4,978160616
16,947,3,978160739
16,948,3,978160437
16,949,3,978158779
16,237,4,978158689
16,77,5,978160616
16,21,5,978159210
16,240,3,978160129
16,950,5,978158471
16,951,5,978160490
16,97,5,978159435
16,251,4,978160848
16,515,4,978159762
16,256,4,978159859
16,110,5,978159642
16,952,4,978158689
17,218,5,978154285
17,1019,5,978153344
17,551,5,978152574
17,58,4,978153370
17,60,4,978152515
17,389,4,978154834
17,1020,3,978155097
17,1021,3,978155273
17,237,5,978153146
17,558,3,978152541
17,1022,5,978153192
17,84,5,978154361
17,187,3,978152541
17,929,3,978154031
17,566,4,978155233
17,568,2,978152574
17,34,5,978154962
17,33,5,978154798
17,569,1,978153977
17,97,5,978153053
