user_id,item_id,rating,timestamp
4,4,1.0,886397596
29,30,3.0,877052329
44,45,5.0,879741196
66,72,2.0,887249482
69,76,5.0,884364867
4,98,5.0,886397722
135,206,5.0,882157581
152,51,2.0,879436875
155,223,3.0,891964230
152,243,2.0,879436785
164,261,3.0,890588547
168,268,3.0,885775745
177,289,3.0,891732334
189,98,4.0,891679939
197,85,2.0,881200457
204,52,4.0,888605273
211,196,5.0,888513447
213,144,1.0,879633567
217,280,3.0,891264267
177,144,4.0,891732335
230,40,3.0,888284313
241,497,3.0,879439078
135,175,4.0,882157285
189,404,4.0,891680028
244,48,3.0,879013617
250,99,1.0,890286933
213,177,4.0,879633745
256,101,1.0,881371140
257,280,3.0,881197771
171,144,3.0,891206450
177,268,4.0,891732393
267,243,5.0,892002352
271,28,4.0,891456797
272,571,1.0,879303974
273,665,5.0,879436104
274,668,2.0,875459046
275,680,5.0,885594015
276,139,4.0,889214268
277,681,4.0,888602742
212,60,4.0,879949367
271,652,4.0,891448664
212,43,5.0,879949417
279,356,3.0,883498790
160,420,5.0,884103732
168,719,5.0,885775604
109,431,3.0,885412723
292,115,2.0,891037276
293,153,5.0,886960055
177,719,5.0,891732150
135,104,4.0,882157227
296,643,3.0,892257897
69,95,4.0,884363803
299,719,5.0,889816026
244,139,4.0,879013684
257,243,4.0,881198014
160,585,3.0,886190476
306,60,1.0,885700919
36,807,4.0,891295130
267,810,5.0,892002353
217,269,2.0,891264432
307,355,3.0,889388521
273,613,4.0,879436242
135,838,5.0,882157581
189,719,4.0,891679901
273,848,4.0,879436137
267,240,4.0,892003525
275,346,4.0,885593997
152,144,2.0,879436875
277,0,5.0,888601628
299,85,2.0,879977242
241,751,5.0,879439078
232,68,5.0,888705388
171,98,5.0,891206371
29,648,5.0,877052550
250,357,3.0,890287508
275,157,4.0,885594040
152,117,2.0,879436911
277,72,4.0,888602513
250,229,5.0,890287645
155,104,3.0,891964148
4,51,5.0,886397723
160,117,5.0,884103758
267,814,4.0,892004275
189,950,3.0,891679692
230,274,1.0,888284618
213,642,5.0,879634134
258,608,5.0,888407622
316,364,3.0,891543129
171,72,2.0,891206407
232,12,4.0,888705295
320,157,5.0,879570366
260,58,1.0,879726778
29,355,5.0,877052167
164,157,5.0,890588639
321,139,4.0,879537876
189,751,4.0,891679692
250,583,4.0,890287645
244,568,4.0,879013617
299,268,5.0,876280338
260,161,3.0,879726778
197,48,4.0,881200603
322,459,4.0,875650018
106,251,4.0,879370963
271,364,4.0,891455743
322,668,4.0,875650068
211,12,4.0,888513212
272,58,4.0,879303571
293,1000,5.0,886960055
326,325,4.0,891400094
204,189,3.0,879965565
152,691,2.0,879436820
168,252,3.0,885775831
164,98,3.0,890588577
277,511,4.0,888601628
307,700,1.0,889387173
330,98,3.0,891566903
217,346,4.0,891264327
277,339,2.0,888602808
244,51,3.0,879013684
69,139,1.0,884363990
296,736,2.0,892257101
307,60,4.0,889387173
50,568,2.0,890618198
257,380,4.0,881197664
