user_id,item_id,rating,timestamp
1,232,3.0,1445714835
1,18,4.0,1445715029
1,219,4.0,1445714885
1,234,4.0,1445714952
1,235,3.5,1445714960
1,236,4.0,1445715013
1,237,4.0,1445715064
1,238,4.5,1445715141
1,239,5.0,1445714980
1,240,4.5,1445715154
1,241,3.0,1445714974
1,242,4.0,1445714926
1,243,3.0,1445714941
1,244,4.0,1445714841
1,247,4.0,1445715166
1,249,3.5,1445714891
1,250,2.5,1445714938
1,251,3.5,1445714874
1,252,5.0,1445714966
1,253,3.0,1445715145
1,254,4.0,1445714882
1,256,3.5,1445714854
1,258,5.0,1445714851
11,304,5.0,1247263465
11,570,5.0,1247263375
11,466,4.5,1247263357
11,580,3.0,1247263371
11,313,3.5,1247264106
11,29,3.5,1247263318
11,698,4.0,1247263452
11,701,5.0,1247264096
11,336,4.5,1247264114
11,84,3.5,1247264118
11,993,5.0,1247263404
11,994,3.0,1247263395
11,995,3.5,1247263334
11,996,5.0,1247263670
11,997,3.5,1247263337
11,998,3.0,1247263495
11,999,5.0,1247264406
11,1000,5.0,1247263689
11,1001,5.0,1247263444
11,1002,4.0,1247263398
11,734,5.0,1247263428
11,1003,5.0,1247264220
11,430,4.5,1247263471
11,877,5.0,1247264138
11,887,5.0,1247264151
11,895,5.0,1247264192
12,3,5.0,987895819
12,1004,1.0,987456968
12,480,3.0,987456968
12,1005,3.0,987457052
12,70,5.0,987456848
12,1006,4.0,987457086
12,1007,3.0,987895819
12,1008,4.0,987456818
12,987,4.0,987456818
12,385,3.0,987456968
12,141,3.0,987456818
12,1009,2.0,987456818
12,166,5.0,987457007
12,1011,2.0,987895720
12,1012,3.0,987895651
12,219,5.0,987895902
12,1013,4.0,987895902
12,228,4.0,987895902
12,1016,4.0,987895720
12,1019,3.0,987895651
12,428,4.0,987895582
12,1020,3.0,987895651
12,431,5.0,987895902
12,1021,5.0,987895651
12,1022,4.0,987895720
24,13,4.0,1535470451
24,15,5.0,1535470429
24,28,5.0,1535470432
24,70,5.0,1535470495
24,121,5.0,1535470505
24,166,5.0,1535470427
24,219,5.0,1535470497
24,753,5.0,1535470421
24,764,5.0,1535470419
24,774,5.0,1535470418
24,1054,4.0,1535470521
24,240,5.0,1535470515
24,915,5.0,1535470493
24,244,5.0,1535470428
24,249,5.0,1535470498
24,1361,5.0,1535470507
24,2134,5.0,1535470461
24,2135,4.5,1535470504
24,2136,4.0,1535470469
24,1396,5.0,1535470476
24,2137,4.0,1535470472
25,486,3.0,836950403
25,3,4.0,836950431
25,463,3.0,836950245
25,464,3.0,836950286
25,531,4.0,836950286
25,539,3.0,836950403
25,549,2.0,836950403
25,584,3.0,836950431
25,16,4.0,836950245
25,469,3.0,836950431
25,470,3.0,836950286
25,19,3.0,836950286
25,472,3.0,836950245
25,633,2.0,836950379
25,25,4.0,836950379
25,33,4.0,836950245
25,34,4.0,836950379
34,487,4.0,830939577
34,291,5.0,830939505
34,462,3.0,830939546
34,4,5.0,830939598
34,504,5.0,830939748
34,463,5.0,830939391
34,539,5.0,830939521
34,304,4.0,830939893
34,13,3.0,830939488
34,14,4.0,830939733
34,560,4.0,830939695
34,561,3.0,830939834
34,466,5.0,830939733
34,467,2.0,830939546
34,469,4.0,830939505
34,17,3.0,830939438
34,604,5.0,830939488
34,33,4.0,830939391
34,323,3.0,830939438
36,463,5.0,845239388
36,464,3.0,845239426
36,531,5.0,845239426
36,13,5.0,845239442
36,587,4.0,845239483
36,16,5.0,845239388
36,17,5.0,845239442
36,232,4.0,845239483
36,599,3.0,845239483
36,470,5.0,845239426
36,19,4.0,845239442
36,20,4.0,845239483
36,472,2.0,845239388
36,25,4.0,845239442
36,32,4.0,845239388
36,33,3.0,845239387
36,34,5.0,845239426
48,7,4.0,1493093005
48,232,4.0,1493089778
48,20,4.0,1493089782
48,28,4.5,1493089770
48,65,4.5,1493093009
48,75,4.0,1493093185
48,121,4.5,1493089784
48,166,4.5,1493093047
48,1042,4.5,1493092982
48,755,4.0,1493093122
48,875,4.0,1493093127
48,898,4.5,1493093082
48,1060,4.0,1493093030
48,931,4.0,1493093114
48,954,4.0,1493093120
48,1368,4.0,1493093016
48,1392,4.5,1493092998
52,2423,5.0,1237748081
52,2547,5.0,1237748065
52,2995,5.0,1237748062
52,707,5.0,1237748077
52,2996,5.0,1237748102
52,830,5.0,1237748084
52,975,5.0,1237748099
52,2997,5.0,1237748096
52,82,5.0,1237748093
52,90,5.0,1237748074
52,1478,5.0,1237748056
52,2998,5.0,1237748071
52,169,5.0,1237748059
52,2093,5.0,1237748068
